Player,Runs,Mins,BF,4s,6s,SR,Inns,,Opposition,Ground,Start Date,
V Kohli,41*,60,29,1,2,141.37,1,,v Punjab Kings,DY Patil,27 Mar 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,12,10,7,2,0,171.42,2,,v KKR,DY Patil,30 Mar 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,5,10,6,0,0,83.33,2,,v RR,Wankhede,5 Apr 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,48,56,36,5,0,133.33,2,,v MI,Pune,9 Apr 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,1,7,3,0,0,33.33,2,,v CSK,DY Patil,12 Apr 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,12,26,14,1,0,85.71,1,,v DC,Wankhede,16 Apr 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,0,2,1,0,0,0.00,1,,v LSG,DY Patil,19 Apr 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,0,2,1,0,0,0.00,1,,v SRH,Brabourne,23 Apr 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,9,9,10,2,0,90.00,2,,v RR,Pune,26 Apr 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,58,83,53,6,1,109.43,1,,v GT,Brabourne,30 Apr 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,30,43,33,3,1,90.90,1,,v CSK,Pune,4 May 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,0,2,1,0,0,0.00,1,,v SRH,Wankhede,8 May 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,20,18,14,2,1,142.85,2,,v Punjab Kings,Brabourne,13 May 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,73,81,54,8,2,135.18,2,,v GT,Wankhede,19 May 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,25,41,24,2,0,104.16,1,,v LSG,Eden Gardens,25 May 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,7,11,8,0,1,87.50,1,,v RR,Ahmedabad,27 May 2022,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,82*,75,49,6,5,167.34,2,,v MI,Bengaluru,2 Apr 2023,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,21,20,18,3,0,116.66,2,,v KKR,Eden Gardens,6 Apr 2023,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,61,50,44,4,4,138.63,1,,v LSG,Bengaluru,10 Apr 2023,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,50,46,34,6,1,147.05,1,,v DC,Bengaluru,15 Apr 2023,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,6,3,4,1,0,150.00,2,,v CSK,Bengaluru,17 Apr 2023,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,59,72,47,5,1,125.53,1,,v Punjab Kings,Mohali,20 Apr 2023,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,0,2,1,0,0,0.00,1,,v RR,Bengaluru,23 Apr 2023,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,54,59,37,6,0,145.94,2,,v KKR,Bengaluru,26 Apr 2023,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,31,42,30,3,0,103.33,1,,v LSG,Lucknow,1 May 2023,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,55,74,46,5,0,119.56,1,,v DC,Delhi,6 May 2023,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,1,7,4,0,0,25.00,1,,v MI,Wankhede,9 May 2023,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,18,31,19,1,0,94.73,1,,v RR,Jaipur,14 May 2023,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,100,82,63,12,4,158.73,2,,v SRH,Hyderabad,18 May 2023,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,101*,102,61,13,1,165.57,1,,v GT,Bengaluru,21 May 2023,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,21,46,20,0,1,105.00,1,,v CSK,Chennai,22 Mar 2024,
(Royal Challengers Bengaluru),,,,,,,,,,,,
V Kohli,77,76,49,11,2,157.14,2,,v Punjab Kings,Bengaluru,25 Mar 2024,
(Royal Challengers Bengaluru),,,,,,,,,,,,
V Kohli,83*,89,59,4,4,140.67,1,,v KKR,Bengaluru,29 Mar 2024,
(Royal Challengers Bengaluru),,,,,,,,,,,,
V Kohli,22,16,16,2,1,137.50,2,,v LSG,Bengaluru,2 Apr 2024,
(Royal Challengers Bengaluru),,,,,,,,,,,,
V Kohli,113*,94,72,12,4,156.94,1,,v RR,Jaipur,6 Apr 2024,
(Royal Challengers Bengaluru),,,,,,,,,,,,
V Kohli,3,10,9,0,0,33.33,1,,v MI,Wankhede,11 Apr 2024,
(Royal Challengers Bengaluru),,,,,,,,,,,,
V Kohli,42,26,20,6,2,210.00,2,,v SRH,Bengaluru,15 Apr 2024,
(Royal Challengers Bengaluru),,,,,,,,,,,,
V Kohli,18,17,7,1,2,257.14,2,,v KKR,Eden Gardens,21 Apr 2024,
(Royal Challengers Bengaluru),,,,,,,,,,,,
V Kohli,51,60,43,4,1,118.60,1,,v SRH,Hyderabad,25 Apr 2024,
(Royal Challengers Bengaluru),,,,,,,,,,,,
V Kohli,70*,69,44,6,3,159.09,2,,v GT,Ahmedabad,28 Apr 2024,
(Royal Challengers Bengaluru),,,,,,,,,,,,
V Kohli,42,52,27,2,4,155.55,2,,v GT,Bengaluru,4 May 2024,
(Royal Challengers Bengaluru),,,,,,,,,,,,
V Kohli,92,82,47,7,6,195.74,1,,v Punjab Kings,Dharamsala,9 May 2024,
(Royal Challengers Bengaluru),,,,,,,,,,,,
V Kohli,27,20,13,1,3,207.69,1,,v DC,Bengaluru,12 May 2024,
(Royal Challengers Bengaluru),,,,,,,,,,,,
V Kohli,47,39,29,3,4,162.06,1,,v CSK,Bengaluru,18 May 2024,
(Royal Challengers Bengaluru),,,,,,,,,,,,
V Kohli,33,34,24,3,1,137.50,1,,v RR,Ahmedabad,22 May 2024,
(Royal Challengers Bengaluru),,,,,,,,,,,,
TK Kotian,24,38,31,3,0,77.41,2,,v Punjab Kings,Mullanpur,13 Apr 2024,
(Rajasthan Royals),,,,,,,,,,,,
SC Kuggeleijn,DNB,-,-,-,-,-,1,,v Kings XI,Chennai,6 Apr 2019,
(Chennai Super Kings),,,,,,,,,,,,
SC Kuggeleijn,DNB,-,-,-,-,-,2,,v KKR,Chennai,9 Apr 2019,
(Chennai Super Kings),,,,,,,,,,,,
KMDN Kulasekara,DNB,-,-,-,-,-,2,,v Warriors,DY Patil,27 Apr 2011,
(Chennai Super Kings),,,,,,,,,,,,
KMDN Kulasekara,DNB,-,-,-,-,-,1,,v Warriors,Pune,14 Apr 2012,
(Chennai Super Kings),,,,,,,,,,,,
KMDN Kulasekara,DNB,-,-,-,-,-,1,,v Warriors,Chennai,19 Apr 2012,
(Chennai Super Kings),,,,,,,,,,,,
KMDN Kulasekara,DNB,-,-,-,-,-,2,,v RR,Chennai,21 Apr 2012,
(Chennai Super Kings),,,,,,,,,,,,
KMDN Kulasekara,TDNB,-,-,-,-,-,-,,v RCB,Bengaluru,25 Apr 2012,
(Chennai Super Kings),,,,,,,,,,,,
KMDN Kulasekara,5*,8,3,1,0,166.66,2,,v Kings XI,Chennai,28 Apr 2012,
(Chennai Super Kings),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v MI,Eden Gardens,13 Apr 2016,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v SRH,Eden Gardens,22 May 2016,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v SRH,Delhi,25 May 2016,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v Guj Lions,Rajkot,7 Apr 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v MI,Wankhede,9 Apr 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v SRH,Eden Gardens,15 Apr 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v Daredevils,Delhi,17 Apr 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v Guj Lions,Eden Gardens,21 Apr 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,4,9,7,0,0,57.14,1,,v RCB,Eden Gardens,23 Apr 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v Supergiant,Pune,26 Apr 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v Daredevils,Eden Gardens,28 Apr 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v SRH,Hyderabad,30 Apr 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v Supergiant,Eden Gardens,3 May 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v Kings XI,Mohali,9 May 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,16,24,15,2,0,106.66,2,,v MI,Eden Gardens,13 May 2017,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v RCB,Eden Gardens,8 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v CSK,Chennai,10 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v SRH,Eden Gardens,14 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v Daredevils,Eden Gardens,16 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v RR,Jaipur,18 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v Kings XI,Eden Gardens,21 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,7*,-,6,1,0,116.66,2,,v Daredevils,Delhi,27 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v RCB,Bengaluru,29 Apr 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v CSK,Eden Gardens,3 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v MI,Wankhede,6 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,5,-,15,0,0,33.33,2,,v MI,Eden Gardens,9 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v Kings XI,Indore,12 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v RR,Eden Gardens,15 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v SRH,Hyderabad,19 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v RR,Eden Gardens,23 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,0*,-,3,0,0,0.00,2,,v SRH,Eden Gardens,25 May 2018,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v SRH,Eden Gardens,24 Mar 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v Kings XI,Eden Gardens,27 Mar 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,10*,5,5,1,0,200.00,1,,v DC,Delhi,30 Mar 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v RCB,Bengaluru,5 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v RR,Jaipur,7 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,0,2,1,0,0,0.00,1,,v CSK,Chennai,9 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,2*,3,2,0,0,100.00,1,,v DC,Eden Gardens,12 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,0,1,0,0,0,-,1,,v CSK,Eden Gardens,14 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v RCB,Eden Gardens,19 Apr 2019,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,1*,-,2,0,0,50.00,2,,v MI,Abu Dhabi,23 Sep 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v SRH,Abu Dhabi,26 Sep 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v RR,Dubai (DICS),30 Sep 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v SRH,Abu Dhabi,18 Oct 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,12,-,19,1,0,63.15,1,,v RCB,Abu Dhabi,21 Oct 2020,
(Kolkata Knight Riders),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v MI,Brabourne,27 Mar 2022,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,14*,20,14,0,1,100.00,2,,v GT,Pune,2 Apr 2022,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v LSG,DY Patil,7 Apr 2022,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v KKR,Brabourne,10 Apr 2022,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,10*,9,7,2,0,142.85,2,,v RCB,Wankhede,16 Apr 2022,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v Punjab Kings,Brabourne,20 Apr 2022,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,0*,12,3,0,0,0.00,2,,v RR,Wankhede,22 Apr 2022,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v KKR,Wankhede,28 Apr 2022,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,16*,23,8,1,1,200.00,2,,v LSG,Wankhede,1 May 2022,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v SRH,Brabourne,5 May 2022,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,5,17,17,0,0,29.41,2,,v CSK,DY Patil,8 May 2022,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v RR,DY Patil,11 May 2022,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,2*,4,2,0,0,100.00,1,,v Punjab Kings,DY Patil,16 May 2022,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,1*,5,1,0,0,100.00,1,,v MI,Wankhede,21 May 2022,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,6*,22,10,0,0,60.00,2,,v LSG,Lucknow,1 Apr 2023,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,1*,7,1,0,0,100.00,1,,v GT,Delhi,4 Apr 2023,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,3*,9,7,0,0,42.85,2,,v RR,Guwahati,8 Apr 2023,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,0,2,1,0,0,0.00,1,,v MI,Delhi,11 Apr 2023,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,7*,10,6,1,0,116.66,2,,v RCB,Bengaluru,15 Apr 2023,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v KKR,Delhi,20 Apr 2023,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,4*,5,3,1,0,133.33,1,,v SRH,Hyderabad,24 Apr 2023,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v SRH,Delhi,29 Apr 2023,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,0*,1,1,0,0,0.00,1,,v GT,Ahmedabad,2 May 2023,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v RCB,Delhi,6 May 2023,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,0*,1,1,0,0,0.00,2,,v CSK,Chennai,10 May 2023,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,10*,21,17,0,0,58.82,2,,v Punjab Kings,Delhi,13 May 2023,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v Punjab Kings,Dharamsala,17 May 2023,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,0,2,1,0,0,0.00,2,,v CSK,Delhi,20 May 2023,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,1,1,2,0,0,50.00,1,,v Punjab Kings,Mullanpur,23 Mar 2024,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v RR,Jaipur,28 Mar 2024,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v LSG,Lucknow,12 Apr 2024,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,2,,v GT,Ahmedabad,17 Apr 2024,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,0,2,1,0,0,0.00,2,,v SRH,Delhi,20 Apr 2024,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v GT,Delhi,24 Apr 2024,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v MI,Delhi,27 Apr 2024,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,35*,36,26,5,1,134.61,1,,v KKR,Eden Gardens,29 Apr 2024,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,5*,4,2,1,0,250.00,1,,v RR,Delhi,7 May 2024,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,6,21,10,0,0,60.00,2,,v RCB,Bengaluru,12 May 2024,
(Delhi Capitals),,,,,,,,,,,,
Kuldeep Yadav,DNB,-,-,-,-,-,1,,v LSG,Delhi,14 May 2024,
(Delhi Capitals),,,,,,,,,,,,
AA Kulkarni,0,4,1,0,0,0.00,2,,v MI,Lucknow,30 Apr 2024,
(Lucknow Super Giants),,,,,,,,,,,,
AA Kulkarni,9,10,7,2,0,128.57,2,,v KKR,Lucknow,5 May 2024,
(Lucknow Super Giants),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v RCB,Wankhede,20 Apr 2008,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v CSK,Chennai,23 Apr 2008,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,2*,-,16,0,0,12.50,2,,v Kings XI,Mohali,25 Apr 2008,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v Chargers,DY Patil,27 Apr 2008,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v KKR,Eden Gardens,29 Apr 2008,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v Daredevils,DY Patil,4 May 2008,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v RR,DY Patil,7 May 2008,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v CSK,Wankhede,14 May 2008,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v Daredevils,Delhi,24 May 2008,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v RCB,Bengaluru,28 May 2008,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v Chargers,Durban,25 Apr 2009,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,7*,-,9,0,0,77.77,2,,v Chargers,Centurion,6 May 2009,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,1,-,4,0,0,25.00,1,,v Daredevils,East London,8 May 2009,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v RCB,Gqeberha,10 May 2009,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v Kings XI,Centurion,12 May 2009,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,1,-,4,0,0,25.00,2,,v RR,Durban,14 May 2009,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v CSK,Gqeberha,16 May 2009,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,0*,-,0,0,0,-,1,,v Daredevils,Centurion,21 May 2009,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v RR,Jaipur,11 Apr 2010,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v Warriors,DY Patil,4 May 2011,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v Daredevils,Wankhede,7 May 2011,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,2,-,4,0,0,50.00,2,,v Kings XI,Mohali,10 May 2011,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,0*,-,0,0,0,-,2,,v Chargers,Wankhede,14 May 2011,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v RR,Wankhede,20 May 2011,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v KKR,Wankhede,25 May 2011,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v RR,Jaipur,20 May 2012,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,10*,-,5,2,0,200.00,2,,v CSK,Bengaluru,23 May 2012,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v RCB,Wankhede,27 Apr 2013,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v Kings XI,Wankhede,29 Apr 2013,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v SRH,Hyderabad,1 May 2013,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v SRH,Wankhede,13 May 2013,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v RR,Wankhede,15 May 2013,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,absent,-,-,-,-,-,2,,v Kings XI,Dharamsala,18 May 2013,
(Mumbai Indians),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v SRH,Abu Dhabi,18 Apr 2014,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v Kings XI,Sharjah,20 Apr 2014,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,28*,20,19,0,2,147.36,2,,v CSK,Dubai (DICS),23 Apr 2014,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v Daredevils,Delhi,3 May 2014,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,7*,10,6,1,0,116.66,2,,v SRH,Ahmedabad,8 May 2014,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v Daredevils,Ahmedabad,15 May 2014,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v MI,Ahmedabad,19 May 2014,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v MI,Wankhede,25 May 2014,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v Kings XI,Pune,10 Apr 2015,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v Daredevils,Delhi,12 Apr 2015,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v MI,Ahmedabad,14 Apr 2015,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v SRH,Visakhapatnam,16 Apr 2015,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,1,1,2,0,0,50.00,1,,v RCB,Ahmedabad,24 Apr 2015,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,TDNB,-,-,-,-,-,-,,v RCB,Bengaluru,29 Apr 2015,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v MI,Wankhede,1 May 2015,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v Daredevils,Brabourne,3 May 2015,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v SRH,Brabourne,7 May 2015,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v KKR,Brabourne,16 May 2015,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,3,9,9,0,0,33.33,2,,v RCB,Pune,20 May 2015,
(Rajasthan Royals),,,,,,,,,,,,
DS Kulkarni,6*,11,3,1,0,200.00,2,,v MI,Wankhede,16 Apr 2016,
(Gujarat Lions),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v SRH,Rajkot,21 Apr 2016,
(Gujarat Lions),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,2,,v RCB,Rajkot,24 Apr 2016,
(Gujarat Lions),,,,,,,,,,,,
DS Kulkarni,DNB,-,-,-,-,-,1,,v Daredevils,Delhi,27 Apr 2016,
(Gujarat Lions),,,,,,,,,,,,
