Player,Runs,Mins,BF,4s,6s,SR,Inns,,Opposition,Ground,Start Date,
V Kohli,3,-,7,0,0,42.85,2,,v RR,Jaipur,17 May 2008,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,10,-,16,1,0,62.50,1,,v CSK,Chennai,21 May 2008,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,9,-,5,2,0,180.00,2,,v Chargers,Hyderabad,25 May 2008,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,0,-,1,0,0,0.00,1,,v MI,Bengaluru,28 May 2008,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,3,-,8,0,0,37.50,1,,v RR,Cape Town,18 Apr 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,11,12,13,0,1,84.61,2,,v CSK,Gqeberha,20 Apr 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,50,-,32,7,0,156.25,2,,v Chargers,Cape Town,22 Apr 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,2,-,3,0,0,66.66,1,,v Kings XI,Durban,24 Apr 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,22,46,24,1,0,91.66,1,,v Daredevils,Gqeberha,26 Apr 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,19,-,12,1,1,158.33,2,,v KKR,Durban,29 Apr 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,16,-,14,2,0,114.28,1,,v Kings XI,Durban,1 May 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,DNB,-,-,-,-,-,2,,v MI,Johannesburg,3 May 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,15,-,22,1,0,68.18,1,,v RR,Centurion,7 May 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,20,29,22,4,0,90.90,2,,v MI,Gqeberha,10 May 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,DNB,-,-,-,-,-,2,,v KKR,Centurion,12 May 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,38,-,35,4,2,108.57,2,,v CSK,Durban,14 May 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,DNB,-,-,-,-,-,2,,v Daredevils,Johannesburg,19 May 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,19*,-,9,0,2,211.11,1,,v Chargers,Centurion,21 May 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,24*,-,17,1,2,141.17,2,,v CSK,Johannesburg,23 May 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,7,-,8,1,0,87.50,2,,v Chargers,Johannesburg,24 May 2009,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,2,-,5,0,0,40.00,1,,v KKR,Eden Gardens,14 Mar 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,16*,-,12,1,1,133.33,2,,v Kings XI,Bengaluru,16 Mar 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,DNB,-,-,-,-,-,2,,v RR,Bengaluru,18 Mar 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,17,-,12,0,2,141.66,2,,v MI,Brabourne,20 Mar 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,24,-,16,2,1,150.00,1,,v CSK,Bengaluru,23 Mar 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,38*,-,23,4,1,165.21,2,,v Daredevils,Bengaluru,25 Mar 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,34,-,24,3,1,141.66,1,,v CSK,Chennai,31 Mar 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,42,-,26,4,1,161.53,2,,v Kings XI,Mohali,2 Apr 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,13,-,11,1,0,118.18,2,,v Daredevils,Delhi,4 Apr 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,58,-,35,4,4,165.71,1,,v Chargers,Bengaluru,8 Apr 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,DNB,-,-,-,-,-,2,,v KKR,Bengaluru,10 Apr 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,3,-,4,0,0,75.00,2,,v Chargers,Nagpur,12 Apr 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,14,-,13,2,0,107.69,2,,v RR,Jaipur,14 Apr 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,37,-,24,4,1,154.16,2,,v MI,Bengaluru,17 Apr 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,9,-,7,1,0,128.57,2,,v MI,DY Patil,21 Apr 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,DNB,-,-,-,-,-,2,,v Chargers,DY Patil,24 Apr 2010,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,23,-,18,4,0,127.77,2,,v Kochi,Kochi,9 Apr 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,12,-,19,2,0,63.15,1,,v MI,Bengaluru,12 Apr 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,71,-,51,5,3,139.21,2,,v Chargers,Hyderabad,14 Apr 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,35,-,28,4,1,125.00,2,,v CSK,Chennai,16 Apr 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,30*,-,23,3,1,130.43,2,,v KKR,Eden Gardens,22 Apr 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,56,-,38,8,2,147.36,2,,v Daredevils,Delhi,26 Apr 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,67,-,42,4,4,159.52,1,,v Warriors,Bengaluru,29 Apr 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,27,46,31,4,0,87.09,1,,v Kings XI,Bengaluru,6 May 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,27*,36,33,3,0,81.81,2,,v Kochi,Bengaluru,8 May 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,39*,-,34,3,1,114.70,2,,v RR,Jaipur,11 May 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,15,-,15,2,0,100.00,2,,v KKR,Bengaluru,14 May 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,11,-,11,2,0,100.00,2,,v Kings XI,Dharamsala,17 May 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,31,47,29,5,0,106.89,2,,v CSK,Bengaluru,22 May 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,70*,-,44,5,3,159.09,1,,v CSK,Wankhede,24 May 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,8,-,12,0,0,66.66,1,,v MI,Chennai,27 May 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,35,-,32,1,1,109.37,2,,v CSK,Chennai,28 May 2011,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,8,13,8,1,0,100.00,1,,v Daredevils,Bengaluru,7 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,6,20,14,1,0,42.85,2,,v KKR,Bengaluru,10 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,57,32,46,5,2,123.91,1,,v CSK,Chennai,12 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,22,29,18,2,0,122.22,2,,v RR,Bengaluru,15 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,16,26,19,1,0,84.21,2,,v Warriors,Bengaluru,17 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,4,4,4,1,0,100.00,2,,v Kings XI,Mohali,20 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,16,14,16,2,0,100.00,1,,v RR,Jaipur,23 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,TDNB,-,-,-,-,-,-,,v CSK,Bengaluru,25 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,18,20,19,3,0,94.73,2,,v KKR,Eden Gardens,28 Apr 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,45,66,42,3,2,107.14,1,,v Kings XI,Bengaluru,2 May 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,9,10,9,1,0,100.00,2,,v Chargers,Bengaluru,6 May 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,36*,43,25,1,2,144.00,2,,v MI,Wankhede,9 May 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,9,8,12,1,0,75.00,1,,v Warriors,Pune,11 May 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,3,2,1,0,0,300.00,1,,v MI,Bengaluru,14 May 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,73*,84,53,9,1,137.73,1,,v Daredevils,Delhi,17 May 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,42,-,40,2,2,105.00,2,,v Chargers,Hyderabad,20 May 2012,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,24,13,14,4,1,171.42,1,,v MI,Bengaluru,4 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,46,52,44,5,1,104.54,1,,v SRH,Hyderabad,7 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,93*,60,47,11,4,197.87,2,,v SRH,Bengaluru,9 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,35,31,27,4,2,129.62,2,,v KKR,Bengaluru,11 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,58,66,47,2,2,123.40,1,,v CSK,Chennai,13 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,65,76,50,7,1,130.00,2,,v Daredevils,Bengaluru,16 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,1,4,4,0,0,25.00,2,,v RR,Bengaluru,20 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,11,14,9,0,1,122.22,1,,v Warriors,Bengaluru,23 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,1,9,4,0,0,25.00,2,,v MI,Wankhede,27 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,32,51,35,3,0,91.42,1,,v RR,Jaipur,29 Apr 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,25,30,18,3,0,138.88,1,,v Warriors,Pune,2 May 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,14,30,14,1,0,100.00,1,,v Kings XI,Mohali,6 May 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,99,80,58,10,4,170.68,1,,v Daredevils,Delhi,10 May 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,17,16,14,2,0,121.42,1,,v KKR,Ranchi,12 May 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,57,74,43,6,2,132.55,1,,v Kings XI,Bengaluru,14 May 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,56*,-,29,6,4,193.10,1,,v CSK,Bengaluru,18 May 2013,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,49*,73,38,2,3,128.94,2,,v Daredevils,Sharjah,17 Apr 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,0,2,2,0,0,0.00,2,,v MI,Dubai (DICS),19 Apr 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,31,36,23,4,0,134.78,2,,v KKR,Sharjah,24 Apr 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,21,51,25,3,0,84.00,1,,v RR,Abu Dhabi,26 Apr 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,4,2,2,1,0,200.00,1,,v Kings XI,Dubai (DICS),28 Apr 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,0,3,5,0,0,0.00,2,,v SRH,Bengaluru,4 May 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,35,43,28,2,2,125.00,2,,v MI,Wankhede,6 May 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,0,3,1,0,0,0.00,2,,v Kings XI,Bengaluru,9 May 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,4,11,9,1,0,44.44,1,,v RR,Bengaluru,11 May 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,10,13,11,0,0,90.90,1,,v Daredevils,Bengaluru,13 May 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,27,38,29,1,1,93.10,2,,v CSK,Ranchi,18 May 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,67,72,41,4,4,163.41,1,,v SRH,Hyderabad,20 May 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,38,41,31,3,1,122.58,2,,v KKR,Eden Gardens,22 May 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,73,62,49,2,5,148.97,1,,v CSK,Bengaluru,24 May 2014,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,13,18,15,0,1,86.66,2,,v KKR,Eden Gardens,11 Apr 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,41,52,37,4,2,110.81,1,,v SRH,Bengaluru,13 Apr 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,18,28,18,1,1,100.00,2,,v MI,Bengaluru,19 Apr 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,51,61,42,4,2,121.42,2,,v CSK,Bengaluru,22 Apr 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,62*,67,46,1,3,134.78,2,,v RR,Ahmedabad,24 Apr 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,35*,47,23,6,0,152.17,2,,v Daredevils,Delhi,26 Apr 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,1,11,4,0,0,25.00,1,,v RR,Bengaluru,29 Apr 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,34,-,20,2,3,170.00,2,,v KKR,Bengaluru,2 May 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,48,67,44,2,1,109.09,2,,v CSK,Chennai,4 May 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,32,55,30,3,1,106.66,1,,v Kings XI,Bengaluru,6 May 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,82*,99,50,6,4,164.00,1,,v MI,Wankhede,10 May 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,19,-,9,2,1,211.11,2,,v Kings XI,Mohali,13 May 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,44*,-,19,3,3,231.57,2,,v SRH,Hyderabad,15 May 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,1*,5,2,0,0,50.00,2,,v Daredevils,Bengaluru,17 May 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,12,35,18,0,0,66.66,1,,v RR,Pune,20 May 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,12,17,9,1,1,133.33,1,,v CSK,Ranchi,22 May 2015,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,75,73,51,7,3,147.05,1,,v SRH,Bengaluru,12 Apr 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,79,88,48,7,3,164.58,1,,v Daredevils,Bengaluru,17 Apr 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,33,50,30,3,0,110.00,1,,v MI,Wankhede,20 Apr 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,80,85,63,7,2,126.98,1,,v Supergiants,Pune,22 Apr 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,100*,88,63,11,1,158.73,1,,v Guj Lions,Rajkot,24 Apr 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,14,24,17,1,0,82.35,2,,v SRH,Hyderabad,30 Apr 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,52,66,44,4,0,118.18,1,,v KKR,Bengaluru,2 May 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,108*,98,58,8,7,186.20,2,,v Supergiants,Bengaluru,7 May 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,20,36,21,2,0,95.23,1,,v Kings XI,Mohali,9 May 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,7,6,7,0,1,100.00,1,,v MI,Bengaluru,11 May 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,109,94,55,5,8,198.18,1,,v Guj Lions,Bengaluru,14 May 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,75*,80,51,5,3,147.05,2,,v KKR,Eden Gardens,16 May 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,113,-,50,12,8,226.00,1,,v Kings XI,Bengaluru,18 May 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,54*,85,45,6,0,120.00,2,,v Daredevils,Raipur,22 May 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,0,6,2,0,0,0.00,2,,v Guj Lions,Bengaluru,24 May 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,54,63,35,5,2,154.28,2,,v SRH,Bengaluru,29 May 2016,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,62,67,47,5,2,131.91,1,,v MI,Bengaluru,14 Apr 2017,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,28,24,19,3,1,147.36,2,,v Supergiant,Bengaluru,16 Apr 2017,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,64,74,50,7,1,128.00,1,,v Guj Lions,Rajkot,18 Apr 2017,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,0,3,1,0,0,0.00,2,,v KKR,Eden Gardens,23 Apr 2017,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,10,19,13,0,1,76.92,1,,v Guj Lions,Bengaluru,27 Apr 2017,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,55,87,48,4,1,114.58,2,,v Supergiant,Pune,29 Apr 2017,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,20,24,14,0,2,142.85,1,,v MI,Wankhede,1 May 2017,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,6,8,6,1,0,100.00,2,,v Kings XI,Bengaluru,5 May 2017,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,5,11,9,0,0,55.55,1,,v KKR,Bengaluru,7 May 2017,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,58,57,45,3,3,128.88,1,,v Daredevils,Delhi,14 May 2017,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,31,-,33,1,1,93.93,1,,v KKR,Eden Gardens,8 Apr 2018,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,21,-,16,4,0,131.25,2,,v Kings XI,Bengaluru,13 Apr 2018,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,57,-,30,7,2,190.00,2,,v RR,Bengaluru,15 Apr 2018,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,92*,-,62,7,4,148.38,2,,v MI,Wankhede,17 Apr 2018,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,30,-,26,2,1,115.38,2,,v Daredevils,Bengaluru,21 Apr 2018,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,18,-,15,3,0,120.00,1,,v CSK,Bengaluru,25 Apr 2018,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,68*,-,44,5,3,154.54,1,,v KKR,Bengaluru,29 Apr 2018,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,32,-,26,2,1,123.07,1,,v MI,Bengaluru,1 May 2018,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,8,-,11,1,0,72.72,1,,v CSK,Pune,5 May 2018,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,39,-,30,5,1,130.00,2,,v SRH,Hyderabad,7 May 2018,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,70,-,40,7,3,175.00,2,,v Daredevils,Delhi,12 May 2018,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,48*,-,28,6,2,171.42,2,,v Kings XI,Indore,14 May 2018,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,12,-,11,2,0,109.09,1,,v SRH,Bengaluru,17 May 2018,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,4,-,9,0,0,44.44,2,,v RR,Jaipur,19 May 2018,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,6,-,12,0,0,50.00,1,,v CSK,Chennai,23 Mar 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,46,-,32,6,0,143.75,2,,v MI,Bengaluru,28 Mar 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,3,18,10,0,0,30.00,2,,v SRH,Hyderabad,31 Mar 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,23,25,25,3,0,92.00,1,,v RR,Jaipur,2 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,84,77,49,9,2,171.42,1,,v KKR,Bengaluru,5 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,41,84,33,1,2,124.24,1,,v DC,Bengaluru,7 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,67,73,53,8,0,126.41,2,,v Kings XI,Mohali,13 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,8,13,9,1,0,88.88,1,,v MI,Wankhede,15 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,100,98,58,9,4,172.41,1,,v KKR,Eden Gardens,19 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,9,14,8,2,0,112.50,1,,v CSK,Bengaluru,21 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,13,20,8,2,0,162.50,1,,v Kings XI,Bengaluru,24 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,23,36,17,2,1,135.29,2,,v DC,Delhi,28 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,25,11,7,1,3,357.14,1,,v RR,Bengaluru,30 Apr 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,16,9,7,2,1,228.57,2,,v SRH,Bengaluru,4 May 2019,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,14,-,13,0,0,107.69,1,,v SRH,Dubai (DICS),21 Sep 2020,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,1,-,5,0,0,20.00,2,,v Kings XI,Dubai (DICS),24 Sep 2020,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,3,-,11,0,0,27.27,1,,v MI,Dubai (DICS),28 Sep 2020,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,72*,-,53,7,2,135.84,2,,v RR,Abu Dhabi,3 Oct 2020,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,43,-,39,2,1,110.25,2,,v DC,Dubai (DICS),5 Oct 2020,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,90*,-,52,4,4,173.07,1,,v CSK,Dubai (DICS),10 Oct 2020,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,33*,-,28,1,0,117.85,1,,v KKR,Sharjah,12 Oct 2020,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,48,-,39,3,0,123.07,1,,v Kings XI,Sharjah,15 Oct 2020,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,43,-,32,1,2,134.37,2,,v RR,Dubai (DICS),17 Oct 2020,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,18*,-,17,2,0,105.88,2,,v KKR,Abu Dhabi,21 Oct 2020,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,50,-,43,1,1,116.27,1,,v CSK,Dubai (DICS),25 Oct 2020,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,9,-,14,0,0,64.28,1,,v MI,Abu Dhabi,28 Oct 2020,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,7,-,7,0,0,100.00,1,,v SRH,Sharjah,31 Oct 2020,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,29,-,24,2,1,120.83,1,,v DC,Abu Dhabi,2 Nov 2020,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,6,-,7,0,0,85.71,1,,v SRH,Abu Dhabi,6 Nov 2020,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,33,58,29,4,0,113.79,2,,v MI,Chennai,9 Apr 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,33,53,29,4,0,113.79,1,,v SRH,Chennai,14 Apr 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,5,8,6,1,0,83.33,1,,v KKR,Chennai,18 Apr 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,72*,74,47,6,3,153.19,2,,v RR,Wankhede,22 Apr 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,8,18,7,1,0,114.28,2,,v CSK,Wankhede,25 Apr 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,12,22,11,2,0,109.09,1,,v DC,Ahmedabad,27 Apr 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,35,44,34,3,1,102.94,2,,v Punjab Kings,Ahmedabad,30 Apr 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,5,12,4,1,0,125.00,1,,v KKR,Abu Dhabi,20 Sep 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,53,58,41,6,1,129.26,1,,v CSK,Sharjah,24 Sep 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,51,75,42,3,3,121.42,1,,v MI,Dubai (DICS),26 Sep 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,25,37,20,4,0,125.00,2,,v RR,Dubai (DICS),29 Sep 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,25,49,24,2,1,104.16,1,,v Punjab Kings,Sharjah,3 Oct 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,5,5,4,1,0,125.00,2,,v SRH,Abu Dhabi,6 Oct 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,4,12,8,0,0,50.00,2,,v DC,Dubai (DICS),8 Oct 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
V Kohli,39,59,33,5,0,118.18,1,,v KKR,Sharjah,11 Oct 2021,
(Royal Challengers Bangalore),,,,,,,,,,,,
